repository,file_path,language,extension,loc,size_bytes,change_count,history_present
fastapi,tests/test_validation_error_context.py,Python,.py,168,4977,0,False
fastapi,tests/test_webhooks_security.py,Python,.py,137,5528,0,False
fastapi,tests/test_wrapped_method_forward_reference.py,Python,.py,31,1028,0,False
fastapi,tests/test_ws_dependencies.py,Python,.py,72,2236,0,False
fastapi,tests/test_ws_router.py,Python,.py,271,7922,0,False
fastapi,tests/utils.py,Python,.py,29,745,0,False
fastapi,tests/__init__.py,Python,.py,0,0,0,False
fastapi,tests/benchmarks/test_general_performance.py,Python,.py,399,11792,0,False
fastapi,tests/benchmarks/test_openapi.py,Python,.py,33,886,1,True
fastapi,tests/benchmarks/utils.py,Python,.py,51,1498,1,True
fastapi,tests/benchmarks/__init__.py,Python,.py,0,0,0,False
fastapi,tests/memory_benchmarks/test_dependency_graph.py,Python,.py,86,2475,1,True
fastapi,tests/memory_benchmarks/test_openapi.py,Python,.py,33,886,1,True
fastapi,tests/memory_benchmarks/test_route_dependency_graph.py,Python,.py,64,1802,1,True
fastapi,tests/memory_benchmarks/__init__.py,Python,.py,0,0,1,True
fastapi,tests/test_modules_same_name_body/test_main.py,Python,.py,156,6522,0,False
fastapi,tests/test_modules_same_name_body/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_request_params/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_validate_response_recursive/app.py,Python,.py,47,1198,0,False
fastapi,tests/test_validate_response_recursive/test_validate_response_recursive.py,Python,.py,30,866,0,False
fastapi,tests/test_validate_response_recursive/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial001.py,Python,.py,127,5340,0,False
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial002.py,Python,.py,140,5571,0,False
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial003.py,Python,.py,131,5584,0,False
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial004.py,Python,.py,143,5781,0,False
fastapi,tests/test_tutorial/test_additional_responses/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_additional_status_codes/test_tutorial001.py,Python,.py,32,966,0,False
fastapi,tests/test_tutorial/test_additional_status_codes/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_advanced_middleware/test_tutorial001.py,Python,.py,14,494,0,False
fastapi,tests/test_tutorial/test_advanced_middleware/test_tutorial002.py,Python,.py,15,591,0,False
fastapi,tests/test_tutorial/test_advanced_middleware/test_tutorial003.py,Python,.py,22,693,0,False
fastapi,tests/test_tutorial/test_advanced_middleware/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_async_tests/test_main_a.py,Python,.py,8,163,0,False
fastapi,tests/test_tutorial/test_async_tests/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_authentication_error_status_code/test_tutorial001.py,Python,.py,66,1997,0,False
fastapi,tests/test_tutorial/test_authentication_error_status_code/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_background_tasks/test_tutorial001.py,Python,.py,21,656,0,False
fastapi,tests/test_tutorial/test_background_tasks/test_tutorial002.py,Python,.py,34,1002,0,False
fastapi,tests/test_tutorial/test_background_tasks/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_behind_a_proxy/test_tutorial001.py,Python,.py,38,1230,0,False
fastapi,tests/test_tutorial/test_behind_a_proxy/test_tutorial001_01.py,Python,.py,21,566,0,False
fastapi,tests/test_tutorial/test_behind_a_proxy/test_tutorial002.py,Python,.py,38,1209,0,False
fastapi,tests/test_tutorial/test_behind_a_proxy/test_tutorial003.py,Python,.py,48,1560,0,False
fastapi,tests/test_tutorial/test_behind_a_proxy/test_tutorial004.py,Python,.py,47,1523,0,False
fastapi,tests/test_tutorial/test_behind_a_proxy/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_bigger_applications/test_main.py,Python,.py,606,23935,0,False
fastapi,tests/test_tutorial/test_bigger_applications/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_body/test_tutorial001.py,Python,.py,346,11679,0,False
fastapi,tests/test_tutorial/test_body/test_tutorial002.py,Python,.py,166,6111,0,False
fastapi,tests/test_tutorial/test_body/test_tutorial003.py,Python,.py,177,6453,0,False
fastapi,tests/test_tutorial/test_body/test_tutorial004.py,Python,.py,188,6943,0,False
fastapi,tests/test_tutorial/test_body/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_body_fields/test_tutorial001.py,Python,.py,189,7284,0,False
fastapi,tests/test_tutorial/test_body_fields/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial001.py,Python,.py,185,7270,0,False
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial002.py,Python,.py,368,12428,0,False
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial003.py,Python,.py,225,8473,0,False
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial004.py,Python,.py,295,10501,0,False
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial005.py,Python,.py,275,9381,0,False
fastapi,tests/test_tutorial/test_body_multiple_params/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial001_tutorial002_tutorial003.py,Python,.py,256,8992,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial004.py,Python,.py,281,10010,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial005.py,Python,.py,307,10868,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial006.py,Python,.py,275,9990,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial007.py,Python,.py,350,12262,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial008.py,Python,.py,164,6318,0,False
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial009.py,Python,.py,123,4730,0,False
fastapi,tests/test_tutorial/test_body_nested_models/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_body_updates/test_tutorial001.py,Python,.py,192,7708,0,False
fastapi,tests/test_tutorial/test_body_updates/test_tutorial002.py,Python,.py,213,8198,0,False
fastapi,tests/test_tutorial/test_body_updates/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_conditional_openapi/test_tutorial001.py,Python,.py,61,1914,0,False
fastapi,tests/test_tutorial/test_conditional_openapi/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial001.py,Python,.py,41,1462,0,False
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial002.py,Python,.py,44,1617,0,False
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial003.py,Python,.py,44,1584,0,False
fastapi,tests/test_tutorial/test_configure_swagger_ui/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_cookie_params/test_tutorial001.py,Python,.py,124,4743,0,False
fastapi,tests/test_tutorial/test_cookie_params/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_cookie_param_models/test_tutorial001.py,Python,.py,171,6427,0,False
fastapi,tests/test_tutorial/test_cookie_param_models/test_tutorial002.py,Python,.py,181,6719,0,False
fastapi,tests/test_tutorial/test_cookie_param_models/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_cors/test_tutorial001.py,Python,.py,37,1321,0,False
fastapi,tests/test_tutorial/test_cors/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_custom_docs_ui/test_tutorial001.py,Python,.py,48,1479,0,False
fastapi,tests/test_tutorial/test_custom_docs_ui/test_tutorial002.py,Python,.py,48,1397,0,False
fastapi,tests/test_tutorial/test_custom_docs_ui/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial001.py,Python,.py,46,1324,0,False
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial002.py,Python,.py,44,1320,0,False
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py,Python,.py,32,884,0,False
fastapi,tests/test_tutorial/test_custom_request_and_route/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial001.py,Python,.py,52,1674,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial001b.py,Python,.py,47,1594,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial002_tutorial003_tutorial004.py,Python,.py,71,2050,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial005.py,Python,.py,39,1224,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006.py,Python,.py,37,1231,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006b.py,Python,.py,32,1046,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006c.py,Python,.py,32,1046,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial007.py,Python,.py,11,281,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial008.py,Python,.py,18,563,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009.py,Python,.py,18,563,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009b.py,Python,.py,18,566,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009c.py,Python,.py,13,303,0,False
fastapi,tests/test_tutorial/test_custom_response/test_tutorial010.py,Python,.py,50,1587,0,False
fastapi,tests/test_tutorial/test_custom_response/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial001.py,Python,.py,142,5449,0,False
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial002.py,Python,.py,88,3049,0,False
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial003.py,Python,.py,210,8338,0,False
fastapi,tests/test_tutorial/test_dataclasses/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_debugging/test_tutorial001.py,Python,.py,65,1996,0,False
fastapi,tests/test_tutorial/test_debugging/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial001_tutorial001_02.py,Python,.py,192,8072,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial002_tutorial003_tutorial004.py,Python,.py,180,6657,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial005.py,Python,.py,144,5273,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial006.py,Python,.py,150,5586,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial007.py,Python,.py,24,668,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008.py,Python,.py,64,1589,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008b.py,Python,.py,36,1068,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008c.py,Python,.py,47,1461,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008d.py,Python,.py,48,1443,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008e.py,Python,.py,24,600,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial010.py,Python,.py,29,719,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial011.py,Python,.py,127,4641,0,False
fastapi,tests/test_tutorial/test_dependencies/test_tutorial012.py,Python,.py,233,8832,0,False
fastapi,tests/test_tutorial/test_dependencies/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_encoder/test_tutorial001.py,Python,.py,212,7745,0,False
fastapi,tests/test_tutorial/test_encoder/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_events/test_tutorial001.py,Python,.py,100,4356,0,False
fastapi,tests/test_tutorial/test_events/test_tutorial002.py,Python,.py,50,1673,0,False
fastapi,tests/test_tutorial/test_events/test_tutorial003.py,Python,.py,100,4402,0,False
fastapi,tests/test_tutorial/test_events/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_extending_openapi/test_tutorial001.py,Python,.py,50,1762,0,False
fastapi,tests/test_tutorial/test_extending_openapi/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_extra_data_types/test_tutorial001.py,Python,.py,163,6647,0,False
fastapi,tests/test_tutorial/test_extra_data_types/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_extra_models/test_tutorial001_tutorial002.py,Python,.py,161,6420,0,False
fastapi,tests/test_tutorial/test_extra_models/test_tutorial003.py,Python,.py,158,6408,0,False
fastapi,tests/test_tutorial/test_extra_models/test_tutorial004.py,Python,.py,75,2633,0,False
fastapi,tests/test_tutorial/test_extra_models/test_tutorial005.py,Python,.py,57,1968,0,False
fastapi,tests/test_tutorial/test_extra_models/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_first_steps/test_tutorial001_tutorial002_tutorial003.py,Python,.py,56,1662,0,False
fastapi,tests/test_tutorial/test_first_steps/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial001.py,Python,.py,153,6302,0,False
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial002.py,Python,.py,198,8496,0,False
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial003.py,Python,.py,198,8474,0,False
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial004.py,Python,.py,236,9747,0,False
fastapi,tests/test_tutorial/test_generate_clients/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_graphql/test_tutorial001.py,Python,.py,73,2574,0,False
fastapi,tests/test_tutorial/test_graphql/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial001.py,Python,.py,97,3928,0,False
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial002.py,Python,.py,97,4001,0,False
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial003.py,Python,.py,98,3925,0,False
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial004.py,Python,.py,103,4088,0,False
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial005.py,Python,.py,116,4649,0,False
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial006.py,Python,.py,111,4307,0,False
fastapi,tests/test_tutorial/test_handling_errors/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_header_params/test_tutorial001.py,Python,.py,116,4568,0,False
fastapi,tests/test_tutorial/test_header_params/test_tutorial002.py,Python,.py,127,4801,0,False
fastapi,tests/test_tutorial/test_header_params/test_tutorial003.py,Python,.py,124,4779,0,False
fastapi,tests/test_tutorial/test_header_params/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial001.py,Python,.py,210,7892,0,False
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial002.py,Python,.py,204,7644,0,False
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial003.py,Python,.py,249,9197,0,False
fastapi,tests/test_tutorial/test_header_param_models/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_json_base64_bytes/test_tutorial001.py,Python,.py,225,9342,0,False
fastapi,tests/test_tutorial/test_json_base64_bytes/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_metadata/test_tutorial001.py,Python,.py,52,2011,0,False
fastapi,tests/test_tutorial/test_metadata/test_tutorial001_1.py,Python,.py,52,1982,0,False
fastapi,tests/test_tutorial/test_metadata/test_tutorial002.py,Python,.py,45,1375,0,False
fastapi,tests/test_tutorial/test_metadata/test_tutorial003.py,Python,.py,56,1690,0,False
fastapi,tests/test_tutorial/test_metadata/test_tutorial004.py,Python,.py,66,2390,0,False
fastapi,tests/test_tutorial/test_metadata/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_middleware/test_tutorial001.py,Python,.py,27,721,0,False
fastapi,tests/test_tutorial/test_middleware/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_openapi_callbacks/test_tutorial001.py,Python,.py,208,9864,0,False
fastapi,tests/test_tutorial/test_openapi_callbacks/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_openapi_webhooks/test_tutorial001.py,Python,.py,129,5442,0,False
fastapi,tests/test_tutorial/test_openapi_webhooks/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial001.py,Python,.py,37,1209,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial002.py,Python,.py,37,1192,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial003.py,Python,.py,24,682,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial004.py,Python,.py,142,5883,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial005.py,Python,.py,37,1210,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial006.py,Python,.py,60,2246,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial007.py,Python,.py,118,3793,0,False
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial001.py,Python,.py,190,7290,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial002.py,Python,.py,227,8784,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial002b.py,Python,.py,57,1970,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial003_tutorial004.py,Python,.py,211,8089,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial005.py,Python,.py,141,5843,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial006.py,Python,.py,74,2726,0,False
fastapi,tests/test_tutorial/test_path_operation_configurations/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_path_params/test_tutorial001.py,Python,.py,121,4705,0,False
fastapi,tests/test_tutorial/test_path_params/test_tutorial002.py,Python,.py,129,5005,0,False
fastapi,tests/test_tutorial/test_path_params/test_tutorial003.py,Python,.py,138,5461,0,False
fastapi,tests/test_tutorial/test_path_params/test_tutorial003b.py,Python,.py,47,1477,0,False
fastapi,tests/test_tutorial/test_path_params/test_tutorial004.py,Python,.py,98,4000,0,False
fastapi,tests/test_tutorial/test_path_params/test_tutorial005.py,Python,.py,123,4833,0,False
fastapi,tests/test_tutorial/test_path_params/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial001.py,Python,.py,167,6447,0,False
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial002_tutorial003.py,Python,.py,175,6523,0,False
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial004.py,Python,.py,190,6983,0,False
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial005.py,Python,.py,207,7554,0,False
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial006.py,Python,.py,226,8302,0,False
fastapi,tests/test_tutorial/test_path_params_numeric_validations/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial001_tutorial002.py,Python,.py,18,418,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial003.py,Python,.py,12,358,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial004.py,Python,.py,5,183,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial005.py,Python,.py,12,432,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial006.py,Python,.py,16,443,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial007.py,Python,.py,8,229,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial008.py,Python,.py,17,435,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial008b.py,Python,.py,27,665,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial009_tutorial009b.py,Python,.py,32,795,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial010.py,Python,.py,5,172,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial011.py,Python,.py,24,673,0,False
fastapi,tests/test_tutorial/test_python_types/test_tutorial013.py,Python,.py,5,142,0,False
fastapi,tests/test_tutorial/test_python_types/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_query_params/test_tutorial001.py,Python,.py,133,4948,0,False
fastapi,tests/test_tutorial/test_query_params/test_tutorial002.py,Python,.py,133,4989,0,False
fastapi,tests/test_tutorial/test_query_params/test_tutorial003.py,Python,.py,154,5800,0,False
fastapi,tests/test_tutorial/test_query_params/test_tutorial004.py,Python,.py,162,6248,0,False
fastapi,tests/test_tutorial/test_query_params/test_tutorial005.py,Python,.py,111,4345,0,False
fastapi,tests/test_tutorial/test_query_params/test_tutorial006.py,Python,.py,161,6145,0,False
fastapi,tests/test_tutorial/test_query_params/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial001.py,Python,.py,127,4865,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial002.py,Python,.py,147,5593,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial003.py,Python,.py,158,5903,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial004.py,Python,.py,143,5524,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial005.py,Python,.py,138,5109,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial006.py,Python,.py,143,5200,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial006c.py,Python,.py,153,5737,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial007.py,Python,.py,141,5367,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial008.py,Python,.py,143,5625,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial009.py,Python,.py,128,4993,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial010.py,Python,.py,158,6158,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial011.py,Python,.py,121,4603,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial012.py,Python,.py,118,4498,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial013.py,Python,.py,118,4419,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial014.py,Python,.py,105,3957,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial015.py,Python,.py,143,5302,0,False
fastapi,tests/test_tutorial/test_query_params_str_validations/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_query_param_models/test_tutorial001.py,Python,.py,227,8251,0,False
fastapi,tests/test_tutorial/test_query_param_models/test_tutorial002.py,Python,.py,233,8447,0,False
fastapi,tests/test_tutorial/test_query_param_models/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_request_files/test_tutorial001.py,Python,.py,216,8483,0,False
fastapi,tests/test_tutorial/test_request_files/test_tutorial001_02.py,Python,.py,196,8079,0,False
fastapi,tests/test_tutorial/test_request_files/test_tutorial001_03.py,Python,.py,177,7388,0,False
fastapi,tests/test_tutorial/test_request_files/test_tutorial002.py,Python,.py,254,9700,0,False
fastapi,tests/test_tutorial/test_request_files/test_tutorial003.py,Python,.py,226,9032,0,False
fastapi,tests/test_tutorial/test_request_files/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_request_forms/test_tutorial001.py,Python,.py,186,6643,0,False
fastapi,tests/test_tutorial/test_request_forms/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_request_forms_and_files/test_tutorial001.py,Python,.py,245,8524,0,False
fastapi,tests/test_tutorial/test_request_forms_and_files/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_request_form_models/test_tutorial001.py,Python,.py,184,6574,0,False
fastapi,tests/test_tutorial/test_request_form_models/test_tutorial002.py,Python,.py,202,7129,0,False
fastapi,tests/test_tutorial/test_request_form_models/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_response_change_status_code/test_tutorial001.py,Python,.py,15,542,0,False
fastapi,tests/test_tutorial/test_response_change_status_code/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_response_cookies/test_tutorial001.py,Python,.py,12,421,0,False
fastapi,tests/test_tutorial/test_response_cookies/test_tutorial002.py,Python,.py,12,432,0,False
fastapi,tests/test_tutorial/test_response_cookies/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_response_directly/test_tutorial001.py,Python,.py,156,5964,0,False
fastapi,tests/test_tutorial/test_response_directly/test_tutorial002.py,Python,.py,68,1963,0,False
fastapi,tests/test_tutorial/test_response_directly/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_response_headers/test_tutorial001.py,Python,.py,13,445,0,False
fastapi,tests/test_tutorial/test_response_headers/test_tutorial002.py,Python,.py,12,396,0,False
fastapi,tests/test_tutorial/test_response_headers/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial001_tutorial001_01.py,Python,.py,200,7568,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial002.py,Python,.py,137,5348,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial003.py,Python,.py,157,6238,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_01.py,Python,.py,157,6244,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_02.py,Python,.py,100,4125,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_03.py,Python,.py,37,1262,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_04.py,Python,.py,17,425,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_05.py,Python,.py,114,4474,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial004.py,Python,.py,148,5675,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial005.py,Python,.py,166,6889,0,False
fastapi,tests/test_tutorial/test_response_model/test_tutorial006.py,Python,.py,166,6889,0,False
fastapi,tests/test_tutorial/test_response_model/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_response_status_code/test_tutorial001_tutorial002.py,Python,.py,103,4015,0,False
fastapi,tests/test_tutorial/test_response_status_code/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial001.py,Python,.py,144,5667,0,False
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial002.py,Python,.py,146,5751,0,False
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial003.py,Python,.py,147,5943,0,False
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial004.py,Python,.py,152,6265,0,False
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial005.py,Python,.py,161,7002,0,False
fastapi,tests/test_tutorial/test_schema_extra_example/__init__.py,Python,.py,0,0,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial001.py,Python,.py,73,2495,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial002.py,Python,.py,72,2395,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial003.py,Python,.py,215,8913,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial004.py,Python,.py,372,15008,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial005.py,Python,.py,432,17218,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial006.py,Python,.py,80,2878,0,False
fastapi,tests/test_tutorial/test_security/test_tutorial007.py,Python,.py,92,3530,0,False
fastapi,tests/test_tutorial/test_security/__init__.py,Python,.py,0,0,0,False
