repository,file_path,language,extension,loc,size_bytes
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial007.py,Python,.py,350,12262
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial008.py,Python,.py,164,6318
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial009.py,Python,.py,123,4730
fastapi,tests/test_tutorial/test_body_nested_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_body_updates/test_tutorial001.py,Python,.py,192,7708
fastapi,tests/test_tutorial/test_body_updates/test_tutorial002.py,Python,.py,213,8198
fastapi,tests/test_tutorial/test_body_updates/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_conditional_openapi/test_tutorial001.py,Python,.py,61,1914
fastapi,tests/test_tutorial/test_conditional_openapi/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial001.py,Python,.py,41,1462
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial002.py,Python,.py,44,1617
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial003.py,Python,.py,44,1584
fastapi,tests/test_tutorial/test_configure_swagger_ui/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_cookie_params/test_tutorial001.py,Python,.py,124,4743
fastapi,tests/test_tutorial/test_cookie_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_cookie_param_models/test_tutorial001.py,Python,.py,171,6427
fastapi,tests/test_tutorial/test_cookie_param_models/test_tutorial002.py,Python,.py,181,6719
fastapi,tests/test_tutorial/test_cookie_param_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_cors/test_tutorial001.py,Python,.py,37,1321
fastapi,tests/test_tutorial/test_cors/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_custom_docs_ui/test_tutorial001.py,Python,.py,48,1479
fastapi,tests/test_tutorial/test_custom_docs_ui/test_tutorial002.py,Python,.py,48,1397
fastapi,tests/test_tutorial/test_custom_docs_ui/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial001.py,Python,.py,46,1324
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial002.py,Python,.py,44,1320
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py,Python,.py,32,884
fastapi,tests/test_tutorial/test_custom_request_and_route/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_custom_response/test_tutorial001.py,Python,.py,52,1674
fastapi,tests/test_tutorial/test_custom_response/test_tutorial001b.py,Python,.py,47,1594
fastapi,tests/test_tutorial/test_custom_response/test_tutorial002_tutorial003_tutorial004.py,Python,.py,71,2050
fastapi,tests/test_tutorial/test_custom_response/test_tutorial005.py,Python,.py,39,1224
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006.py,Python,.py,37,1231
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006b.py,Python,.py,32,1046
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006c.py,Python,.py,32,1046
fastapi,tests/test_tutorial/test_custom_response/test_tutorial007.py,Python,.py,11,281
fastapi,tests/test_tutorial/test_custom_response/test_tutorial008.py,Python,.py,18,563
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009.py,Python,.py,18,563
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009b.py,Python,.py,18,566
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009c.py,Python,.py,13,303
fastapi,tests/test_tutorial/test_custom_response/test_tutorial010.py,Python,.py,50,1587
fastapi,tests/test_tutorial/test_custom_response/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial001.py,Python,.py,142,5449
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial002.py,Python,.py,88,3049
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial003.py,Python,.py,210,8338
fastapi,tests/test_tutorial/test_dataclasses/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_debugging/test_tutorial001.py,Python,.py,65,1996
fastapi,tests/test_tutorial/test_debugging/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_dependencies/test_tutorial001_tutorial001_02.py,Python,.py,192,8072
fastapi,tests/test_tutorial/test_dependencies/test_tutorial002_tutorial003_tutorial004.py,Python,.py,180,6657
fastapi,tests/test_tutorial/test_dependencies/test_tutorial005.py,Python,.py,144,5273
fastapi,tests/test_tutorial/test_dependencies/test_tutorial006.py,Python,.py,150,5586
fastapi,tests/test_tutorial/test_dependencies/test_tutorial007.py,Python,.py,24,668
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008.py,Python,.py,64,1589
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008b.py,Python,.py,36,1068
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008c.py,Python,.py,47,1461
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008d.py,Python,.py,48,1443
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008e.py,Python,.py,24,600
fastapi,tests/test_tutorial/test_dependencies/test_tutorial010.py,Python,.py,29,719
fastapi,tests/test_tutorial/test_dependencies/test_tutorial011.py,Python,.py,127,4641
fastapi,tests/test_tutorial/test_dependencies/test_tutorial012.py,Python,.py,233,8832
fastapi,tests/test_tutorial/test_dependencies/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_encoder/test_tutorial001.py,Python,.py,212,7745
fastapi,tests/test_tutorial/test_encoder/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_events/test_tutorial001.py,Python,.py,100,4356
fastapi,tests/test_tutorial/test_events/test_tutorial002.py,Python,.py,50,1673
fastapi,tests/test_tutorial/test_events/test_tutorial003.py,Python,.py,100,4402
fastapi,tests/test_tutorial/test_events/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_extending_openapi/test_tutorial001.py,Python,.py,50,1762
fastapi,tests/test_tutorial/test_extending_openapi/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_extra_data_types/test_tutorial001.py,Python,.py,163,6647
fastapi,tests/test_tutorial/test_extra_data_types/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_extra_models/test_tutorial001_tutorial002.py,Python,.py,161,6420
fastapi,tests/test_tutorial/test_extra_models/test_tutorial003.py,Python,.py,158,6408
fastapi,tests/test_tutorial/test_extra_models/test_tutorial004.py,Python,.py,75,2633
fastapi,tests/test_tutorial/test_extra_models/test_tutorial005.py,Python,.py,57,1968
fastapi,tests/test_tutorial/test_extra_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_first_steps/test_tutorial001_tutorial002_tutorial003.py,Python,.py,56,1662
fastapi,tests/test_tutorial/test_first_steps/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial001.py,Python,.py,153,6302
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial002.py,Python,.py,198,8496
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial003.py,Python,.py,198,8474
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial004.py,Python,.py,236,9747
fastapi,tests/test_tutorial/test_generate_clients/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_graphql/test_tutorial001.py,Python,.py,73,2574
fastapi,tests/test_tutorial/test_graphql/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial001.py,Python,.py,97,3928
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial002.py,Python,.py,97,4001
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial003.py,Python,.py,98,3925
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial004.py,Python,.py,103,4088
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial005.py,Python,.py,116,4649
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial006.py,Python,.py,111,4307
fastapi,tests/test_tutorial/test_handling_errors/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_header_params/test_tutorial001.py,Python,.py,116,4568
fastapi,tests/test_tutorial/test_header_params/test_tutorial002.py,Python,.py,127,4801
fastapi,tests/test_tutorial/test_header_params/test_tutorial003.py,Python,.py,124,4779
fastapi,tests/test_tutorial/test_header_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial001.py,Python,.py,210,7892
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial002.py,Python,.py,204,7644
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial003.py,Python,.py,249,9197
fastapi,tests/test_tutorial/test_header_param_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_json_base64_bytes/test_tutorial001.py,Python,.py,225,9342
fastapi,tests/test_tutorial/test_json_base64_bytes/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_metadata/test_tutorial001.py,Python,.py,52,2011
fastapi,tests/test_tutorial/test_metadata/test_tutorial001_1.py,Python,.py,52,1982
fastapi,tests/test_tutorial/test_metadata/test_tutorial002.py,Python,.py,45,1375
fastapi,tests/test_tutorial/test_metadata/test_tutorial003.py,Python,.py,56,1690
fastapi,tests/test_tutorial/test_metadata/test_tutorial004.py,Python,.py,66,2390
fastapi,tests/test_tutorial/test_metadata/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_middleware/test_tutorial001.py,Python,.py,27,721
fastapi,tests/test_tutorial/test_middleware/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_openapi_callbacks/test_tutorial001.py,Python,.py,208,9864
fastapi,tests/test_tutorial/test_openapi_callbacks/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_openapi_webhooks/test_tutorial001.py,Python,.py,129,5442
fastapi,tests/test_tutorial/test_openapi_webhooks/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial001.py,Python,.py,37,1209
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial002.py,Python,.py,37,1192
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial003.py,Python,.py,24,682
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial004.py,Python,.py,142,5883
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial005.py,Python,.py,37,1210
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial006.py,Python,.py,60,2246
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial007.py,Python,.py,118,3793
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial001.py,Python,.py,190,7290
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial002.py,Python,.py,227,8784
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial002b.py,Python,.py,57,1970
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial003_tutorial004.py,Python,.py,211,8089
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial005.py,Python,.py,141,5843
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial006.py,Python,.py,74,2726
fastapi,tests/test_tutorial/test_path_operation_configurations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_params/test_tutorial001.py,Python,.py,121,4705
fastapi,tests/test_tutorial/test_path_params/test_tutorial002.py,Python,.py,129,5005
fastapi,tests/test_tutorial/test_path_params/test_tutorial003.py,Python,.py,138,5461
fastapi,tests/test_tutorial/test_path_params/test_tutorial003b.py,Python,.py,47,1477
fastapi,tests/test_tutorial/test_path_params/test_tutorial004.py,Python,.py,98,4000
fastapi,tests/test_tutorial/test_path_params/test_tutorial005.py,Python,.py,123,4833
fastapi,tests/test_tutorial/test_path_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial001.py,Python,.py,167,6447
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial002_tutorial003.py,Python,.py,175,6523
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial004.py,Python,.py,190,6983
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial005.py,Python,.py,207,7554
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial006.py,Python,.py,226,8302
fastapi,tests/test_tutorial/test_path_params_numeric_validations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_python_types/test_tutorial001_tutorial002.py,Python,.py,18,418
fastapi,tests/test_tutorial/test_python_types/test_tutorial003.py,Python,.py,12,358
fastapi,tests/test_tutorial/test_python_types/test_tutorial004.py,Python,.py,5,183
fastapi,tests/test_tutorial/test_python_types/test_tutorial005.py,Python,.py,12,432
fastapi,tests/test_tutorial/test_python_types/test_tutorial006.py,Python,.py,16,443
fastapi,tests/test_tutorial/test_python_types/test_tutorial007.py,Python,.py,8,229
fastapi,tests/test_tutorial/test_python_types/test_tutorial008.py,Python,.py,17,435
fastapi,tests/test_tutorial/test_python_types/test_tutorial008b.py,Python,.py,27,665
fastapi,tests/test_tutorial/test_python_types/test_tutorial009_tutorial009b.py,Python,.py,32,795
fastapi,tests/test_tutorial/test_python_types/test_tutorial010.py,Python,.py,5,172
fastapi,tests/test_tutorial/test_python_types/test_tutorial011.py,Python,.py,24,673
fastapi,tests/test_tutorial/test_python_types/test_tutorial013.py,Python,.py,5,142
fastapi,tests/test_tutorial/test_python_types/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_query_params/test_tutorial001.py,Python,.py,133,4948
fastapi,tests/test_tutorial/test_query_params/test_tutorial002.py,Python,.py,133,4989
fastapi,tests/test_tutorial/test_query_params/test_tutorial003.py,Python,.py,154,5800
fastapi,tests/test_tutorial/test_query_params/test_tutorial004.py,Python,.py,162,6248
fastapi,tests/test_tutorial/test_query_params/test_tutorial005.py,Python,.py,111,4345
fastapi,tests/test_tutorial/test_query_params/test_tutorial006.py,Python,.py,161,6145
fastapi,tests/test_tutorial/test_query_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial001.py,Python,.py,127,4865
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial002.py,Python,.py,147,5593
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial003.py,Python,.py,158,5903
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial004.py,Python,.py,143,5524
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial005.py,Python,.py,138,5109
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial006.py,Python,.py,143,5200
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial006c.py,Python,.py,153,5737
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial007.py,Python,.py,141,5367
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial008.py,Python,.py,143,5625
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial009.py,Python,.py,128,4993
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial010.py,Python,.py,158,6158
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial011.py,Python,.py,121,4603
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial012.py,Python,.py,118,4498
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial013.py,Python,.py,118,4419
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial014.py,Python,.py,105,3957
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial015.py,Python,.py,143,5302
fastapi,tests/test_tutorial/test_query_params_str_validations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_query_param_models/test_tutorial001.py,Python,.py,227,8251
fastapi,tests/test_tutorial/test_query_param_models/test_tutorial002.py,Python,.py,233,8447
fastapi,tests/test_tutorial/test_query_param_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_files/test_tutorial001.py,Python,.py,216,8483
fastapi,tests/test_tutorial/test_request_files/test_tutorial001_02.py,Python,.py,196,8079
fastapi,tests/test_tutorial/test_request_files/test_tutorial001_03.py,Python,.py,177,7388
fastapi,tests/test_tutorial/test_request_files/test_tutorial002.py,Python,.py,254,9700
fastapi,tests/test_tutorial/test_request_files/test_tutorial003.py,Python,.py,226,9032
fastapi,tests/test_tutorial/test_request_files/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_forms/test_tutorial001.py,Python,.py,186,6643
fastapi,tests/test_tutorial/test_request_forms/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_forms_and_files/test_tutorial001.py,Python,.py,245,8524
fastapi,tests/test_tutorial/test_request_forms_and_files/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_form_models/test_tutorial001.py,Python,.py,184,6574
fastapi,tests/test_tutorial/test_request_form_models/test_tutorial002.py,Python,.py,202,7129
fastapi,tests/test_tutorial/test_request_form_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_change_status_code/test_tutorial001.py,Python,.py,15,542
fastapi,tests/test_tutorial/test_response_change_status_code/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_cookies/test_tutorial001.py,Python,.py,12,421
fastapi,tests/test_tutorial/test_response_cookies/test_tutorial002.py,Python,.py,12,432
fastapi,tests/test_tutorial/test_response_cookies/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_directly/test_tutorial001.py,Python,.py,156,5964
fastapi,tests/test_tutorial/test_response_directly/test_tutorial002.py,Python,.py,68,1963
fastapi,tests/test_tutorial/test_response_directly/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_headers/test_tutorial001.py,Python,.py,13,445
fastapi,tests/test_tutorial/test_response_headers/test_tutorial002.py,Python,.py,12,396
fastapi,tests/test_tutorial/test_response_headers/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_model/test_tutorial001_tutorial001_01.py,Python,.py,200,7568
fastapi,tests/test_tutorial/test_response_model/test_tutorial002.py,Python,.py,137,5348
fastapi,tests/test_tutorial/test_response_model/test_tutorial003.py,Python,.py,157,6238
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_01.py,Python,.py,157,6244
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_02.py,Python,.py,100,4125
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_03.py,Python,.py,37,1262
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_04.py,Python,.py,17,425
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_05.py,Python,.py,114,4474
fastapi,tests/test_tutorial/test_response_model/test_tutorial004.py,Python,.py,148,5675
fastapi,tests/test_tutorial/test_response_model/test_tutorial005.py,Python,.py,166,6889
fastapi,tests/test_tutorial/test_response_model/test_tutorial006.py,Python,.py,166,6889
fastapi,tests/test_tutorial/test_response_model/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_status_code/test_tutorial001_tutorial002.py,Python,.py,103,4015
fastapi,tests/test_tutorial/test_response_status_code/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial001.py,Python,.py,144,5667
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial002.py,Python,.py,146,5751
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial003.py,Python,.py,147,5943
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial004.py,Python,.py,152,6265
fastapi,tests/test_tutorial/test_schema_extra_example/test_tutorial005.py,Python,.py,161,7002
fastapi,tests/test_tutorial/test_schema_extra_example/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_security/test_tutorial001.py,Python,.py,73,2495
fastapi,tests/test_tutorial/test_security/test_tutorial002.py,Python,.py,72,2395
fastapi,tests/test_tutorial/test_security/test_tutorial003.py,Python,.py,215,8913
fastapi,tests/test_tutorial/test_security/test_tutorial004.py,Python,.py,372,15008
fastapi,tests/test_tutorial/test_security/test_tutorial005.py,Python,.py,432,17218
fastapi,tests/test_tutorial/test_security/test_tutorial006.py,Python,.py,80,2878
fastapi,tests/test_tutorial/test_security/test_tutorial007.py,Python,.py,92,3530
fastapi,tests/test_tutorial/test_security/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001.py,Python,.py,148,5987
fastapi,tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002.py,Python,.py,148,5987
fastapi,tests/test_tutorial/test_separate_openapi_schemas/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial001.py,Python,.py,191,8757
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial002.py,Python,.py,83,3164
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial003.py,Python,.py,73,2826
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial004.py,Python,.py,164,6276
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial005.py,Python,.py,141,5597
fastapi,tests/test_tutorial/test_server_sent_events/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_settings/test_app01.py,Python,.py,81,2440
fastapi,tests/test_tutorial/test_settings/test_app02.py,Python,.py,40,1080
fastapi,tests/test_tutorial/test_settings/test_app03.py,Python,.py,44,1296
fastapi,tests/test_tutorial/test_settings/test_tutorial001.py,Python,.py,23,714
fastapi,tests/test_tutorial/test_settings/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_sql_databases/test_tutorial001.py,Python,.py,360,14852
fastapi,tests/test_tutorial/test_sql_databases/test_tutorial002.py,Python,.py,441,18922
fastapi,tests/test_tutorial/test_sql_databases/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_static_files/test_tutorial001.py,Python,.py,48,1367
fastapi,tests/test_tutorial/test_static_files/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_stream_data/test_tutorial001.py,Python,.py,154,6012
fastapi,tests/test_tutorial/test_stream_data/test_tutorial002.py,Python,.py,121,4602
fastapi,tests/test_tutorial/test_stream_data/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_stream_json_lines/test_tutorial001.py,Python,.py,143,5499
fastapi,tests/test_tutorial/test_stream_json_lines/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_strict_content_type/test_tutorial001.py,Python,.py,43,1243
fastapi,tests/test_tutorial/test_strict_content_type/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_sub_applications/test_tutorial001.py,Python,.py,69,2277
fastapi,tests/test_tutorial/test_sub_applications/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_templates/test_tutorial001.py,Python,.py,30,998
fastapi,tests/test_tutorial/test_templates/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_testing/test_main_a.py,Python,.py,32,993
fastapi,tests/test_tutorial/test_testing/test_main_b.py,Python,.py,28,794
fastapi,tests/test_tutorial/test_testing/test_tutorial001.py,Python,.py,32,989
fastapi,tests/test_tutorial/test_testing/test_tutorial002.py,Python,.py,9,169
fastapi,tests/test_tutorial/test_testing/test_tutorial003.py,Python,.py,7,180
fastapi,tests/test_tutorial/test_testing/test_tutorial004.py,Python,.py,5,113
fastapi,tests/test_tutorial/test_testing/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_testing_dependencies/test_tutorial001.py,Python,.py,80,2452
fastapi,tests/test_tutorial/test_testing_dependencies/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_using_request_directly/test_tutorial001.py,Python,.py,117,4613
fastapi,tests/test_tutorial/test_using_request_directly/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_websockets/test_tutorial001.py,Python,.py,26,855
fastapi,tests/test_tutorial/test_websockets/test_tutorial002.py,Python,.py,104,4214
fastapi,tests/test_tutorial/test_websockets/test_tutorial003.py,Python,.py,55,1545
fastapi,tests/test_tutorial/test_websockets/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_wsgi/test_tutorial001.py,Python,.py,17,459
fastapi,tests/test_tutorial/test_wsgi/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_body/test_list.py,Python,.py,433,12591
fastapi,tests/test_request_params/test_body/test_optional_list.py,Python,.py,454,13387
fastapi,tests/test_request_params/test_body/test_optional_str.py,Python,.py,429,12215
fastapi,tests/test_request_params/test_body/test_required_str.py,Python,.py,419,11623
fastapi,tests/test_request_params/test_body/utils.py,Python,.py,7,275
fastapi,tests/test_request_params/test_body/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_cookie/test_list.py,Python,.py,3,237
fastapi,tests/test_request_params/test_cookie/test_optional_list.py,Python,.py,3,237
fastapi,tests/test_request_params/test_cookie/test_optional_str.py,Python,.py,336,9146
fastapi,tests/test_request_params/test_cookie/test_required_str.py,Python,.py,422,11064
fastapi,tests/test_request_params/test_cookie/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_file/test_list.py,Python,.py,453,12285
fastapi,tests/test_request_params/test_file/test_optional.py,Python,.py,363,10380
fastapi,tests/test_request_params/test_file/test_optional_list.py,Python,.py,383,11451
fastapi,tests/test_request_params/test_file/test_required.py,Python,.py,437,11784
fastapi,tests/test_request_params/test_file/utils.py,Python,.py,7,278
fastapi,tests/test_request_params/test_file/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_form/test_list.py,Python,.py,436,12409
fastapi,tests/test_request_params/test_form/test_optional_list.py,Python,.py,358,10461
fastapi,tests/test_request_params/test_form/test_optional_str.py,Python,.py,337,9424
fastapi,tests/test_request_params/test_form/test_required_str.py,Python,.py,415,11319
fastapi,tests/test_request_params/test_form/utils.py,Python,.py,7,292
fastapi,tests/test_request_params/test_form/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_header/test_list.py,Python,.py,427,12041
fastapi,tests/test_request_params/test_header/test_optional_list.py,Python,.py,352,10194
fastapi,tests/test_request_params/test_header/test_optional_str.py,Python,.py,328,9034
fastapi,tests/test_request_params/test_header/test_required_str.py,Python,.py,411,10939
fastapi,tests/test_request_params/test_header/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_path/test_list.py,Python,.py,1,64
fastapi,tests/test_request_params/test_path/test_optional_list.py,Python,.py,1,46
fastapi,tests/test_request_params/test_path/test_optional_str.py,Python,.py,1,46
fastapi,tests/test_request_params/test_path/test_required_str.py,Python,.py,88,2580
fastapi,tests/test_request_params/test_path/__init__.py,Python,.py,0,0
fastapi,tests/test_request_params/test_query/test_list.py,Python,.py,428,11897
fastapi,tests/test_request_params/test_query/test_optional_list.py,Python,.py,348,9973
fastapi,tests/test_request_params/test_query/test_optional_str.py,Python,.py,328,8905
fastapi,tests/test_request_params/test_query/test_required_str.py,Python,.py,414,10815
fastapi,tests/test_request_params/test_query/__init__.py,Python,.py,0,0
fastapi,tests/test_modules_same_name_body/app/a.py,Python,.py,8,168
fastapi,tests/test_modules_same_name_body/app/b.py,Python,.py,8,169
fastapi,tests/test_modules_same_name_body/app/main.py,Python,.py,8,158
fastapi,tests/test_modules_same_name_body/app/__init__.py,Python,.py,0,0
fastapi,scripts/tests/test_translation_fixer/conftest.py,Python,.py,62,1699
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_lines_number_mismatch.py,Python,.py,58,1974
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_mermaid.py,Python,.py,59,1866
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_number_mismatch.py,Python,.py,60,1962
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_wrong_lang_code.py,Python,.py,58,2008
fastapi,scripts/tests/test_translation_fixer/test_code_includes/test_number_mismatch.py,Python,.py,60,1994
